epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,24423.2,1.05298,0.99622,1.07973,0.62735,0.56069,0.60485,0.40184,1.14889,1.08035,1.10816,0.000808828,0.000808828,0.000808828
54,24877.5,1.04539,0.98217,1.07018,0.65783,0.54012,0.60244,0.40487,1.14706,1.08645,1.11702,0.000792325,0.000792325,0.000792325
55,25330.2,1.04551,0.98448,1.06976,0.61183,0.56578,0.60373,0.39697,1.14757,1.08849,1.10956,0.000775822,0.000775822,0.000775822
56,25782.8,1.03813,0.97432,1.0717,0.64063,0.54902,0.60371,0.40571,1.14805,1.0667,1.12081,0.000759318,0.000759318,0.000759318
57,26235.5,1.0282,0.94092,1.06387,0.60724,0.57028,0.60402,0.4055,1.14719,1.07674,1.11257,0.000742815,0.000742815,0.000742815
58,26692.4,1.032,0.95487,1.06267,0.62243,0.5721,0.60343,0.40794,1.14041,1.07377,1.10914,0.000726312,0.000726312,0.000726312
59,27145,1.0185,0.94183,1.06376,0.62909,0.55401,0.60428,0.40434,1.14075,1.0802,1.11234,0.000709809,0.000709809,0.000709809
60,27598.8,1.02956,0.9434,1.06348,0.62823,0.57535,0.61073,0.40839,1.14291,1.06506,1.11362,0.000693305,0.000693305,0.000693305
61,28052.9,1.02558,0.94037,1.05815,0.63541,0.57612,0.61187,0.41388,1.14486,1.06779,1.11064,0.000676802,0.000676802,0.000676802
62,28506,1.01439,0.9276,1.05718,0.64878,0.57313,0.61372,0.41191,1.13709,1.05372,1.10684,0.000660299,0.000660299,0.000660299
63,28959.5,1.00675,0.91276,1.0486,0.63532,0.56646,0.60503,0.4099,1.14459,1.06167,1.11246,0.000643795,0.000643795,0.000643795
64,29412.8,1.01734,0.92467,1.05514,0.62691,0.57307,0.60976,0.40585,1.14267,1.06262,1.11039,0.000627292,0.000627292,0.000627292
65,29868.3,1.01259,0.91277,1.05035,0.61856,0.58262,0.61212,0.41252,1.15112,1.06679,1.12739,0.000610789,0.000610789,0.000610789
66,30321.8,1.00256,0.90168,1.04755,0.65639,0.56399,0.61678,0.41243,1.16249,1.05428,1.12534,0.000594286,0.000594286,0.000594286
67,30774.7,0.99693,0.89981,1.04741,0.63412,0.55851,0.60968,0.41488,1.13914,1.07507,1.10994,0.000577782,0.000577782,0.000577782
68,31231.9,1.00079,0.88622,1.04788,0.658,0.56634,0.62123,0.41566,1.13982,1.05498,1.10927,0.000561279,0.000561279,0.000561279
69,31687,0.99205,0.88001,1.04396,0.63599,0.57515,0.61862,0.41803,1.14559,1.05633,1.112,0.000544776,0.000544776,0.000544776
70,32143.4,0.98443,0.88061,1.04211,0.63164,0.56564,0.61346,0.41313,1.14156,1.05528,1.11148,0.000528272,0.000528272,0.000528272
71,32599.3,0.98683,0.87928,1.04079,0.62617,0.58728,0.61841,0.41695,1.13841,1.05802,1.11302,0.000511769,0.000511769,0.000511769
72,33053.3,0.97506,0.85376,1.03468,0.62737,0.58144,0.61481,0.41065,1.14969,1.0681,1.11982,0.000495266,0.000495266,0.000495266
73,33506.4,0.98023,0.86022,1.03391,0.5989,0.60184,0.61279,0.41136,1.14578,1.065,1.11346,0.000478762,0.000478762,0.000478762
74,33977.6,0.97795,0.84903,1.03099,0.61242,0.59015,0.60975,0.40596,1.14672,1.07449,1.11893,0.000462259,0.000462259,0.000462259
75,34449.2,0.96481,0.84672,1.03225,0.63294,0.57675,0.6181,0.41303,1.15132,1.06968,1.12025,0.000445756,0.000445756,0.000445756
76,34920.8,0.96616,0.84326,1.03056,0.61753,0.58826,0.60945,0.40749,1.14686,1.07236,1.117,0.000429253,0.000429253,0.000429253
77,35377.3,0.96229,0.83937,1.03026,0.62535,0.587,0.60469,0.40993,1.13882,1.06845,1.11088,0.000412749,0.000412749,0.000412749
78,35830.8,0.96879,0.83314,1.02932,0.6674,0.54907,0.6088,0.41015,1.1445,1.07788,1.11583,0.000396246,0.000396246,0.000396246
79,36284.6,0.96741,0.82151,1.03201,0.6264,0.58206,0.60491,0.40765,1.14083,1.07728,1.11216,0.000379743,0.000379743,0.000379743
80,36738.4,0.95542,0.8194,1.02415,0.62603,0.58085,0.60539,0.40596,1.15034,1.07601,1.11958,0.000363239,0.000363239,0.000363239
81,37191,0.95332,0.81192,1.0193,0.64885,0.56238,0.60918,0.40797,1.15724,1.06779,1.12525,0.000346736,0.000346736,0.000346736
82,37652,0.94731,0.81073,1.01886,0.64128,0.55747,0.60246,0.40446,1.14774,1.06075,1.11931,0.000330233,0.000330233,0.000330233
